"folioviv","foliohog","ubica_geo","tam_loc","clase_hog","sexo_jefe","edad_jefe","educa_jefe","tot_integ","mayores","p12_64","ocupados","percep_ing","perc_ocupa","ing_cor","ingtrab","trabajo","sueldos"
860152318,1,8006,4,2,1,73,4,7,6,4,2,6,2,25002.11,16141.29,7336.95,7336.95
860152319,1,8006,4,2,1,37,1,4,2,2,1,1,1,21994.23,15260.86,15260.86,15260.86
860152320,1,8006,4,1,1,26,4,1,1,1,1,1,1,22070.53,20618.92,20618.92,19076.08
860152511,1,8006,4,2,1,53,4,2,2,2,2,2,2,16452.25,13549.03,9466.75,7923.91
860152512,1,8006,4,3,2,49,3,6,3,3,3,3,3,35279.42,31202.29,30957.73,26354.32
860152514,1,8006,4,1,1,76,3,1,1,0,0,1,0,12539.63,0,0,0
860152515,1,8006,4,2,1,76,3,2,2,0,0,2,0,18970.03,0,0,0
860152701,1,8006,4,3,2,75,3,3,3,2,1,2,1,12063.92,8852.45,1770.49,1770.49
860152702,1,8006,4,1,2,76,3,1,1,0,0,1,0,10629.95,0,0,0
860152703,1,8006,4,2,1,68,3,2,2,0,1,2,1,15639.34,9590.16,0,0
860152704,1,8006,4,2,1,94,1,3,3,2,2,3,2,22613.1,17901.63,17901.63,17901.63
860152705,1,8006,4,3,2,60,3,2,2,2,0,1,0,11852.45,0,0,0
860154015,1,8006,4,3,1,66,3,4,3,2,2,2,2,13727.67,8378.8,0,0
860154016,1,8006,4,3,1,43,3,3,3,2,1,2,1,23697.25,20543.47,20543.47,20543.47
860154017,1,8006,4,2,1,55,3,5,5,5,4,5,4,56056.94,34874.97,29225.52,27880.42
860154018,1,8006,4,2,1,57,3,3,3,3,1,3,1,29658.63,17608.69,17608.69,17608.69
860154019,1,8006,4,2,1,62,1,2,2,2,2,2,2,13107.89,4915.75,4695.65,4695.65
860154411,1,8006,4,2,1,76,3,2,2,0,0,2,0,24503.16,0,0,0
860154412,1,8006,4,2,1,28,6,3,2,2,1,1,1,42082.55,39179.33,39179.33,22304.34
860154413,1,8006,4,1,1,56,6,1,1,1,1,1,1,27414.95,25092.37,25092.37,18195.65
860154414,1,8006,4,2,1,54,3,2,2,2,2,1,1,15531.81,9733.68,9733.68,8999.99
860154422,1,8006,4,2,1,38,4,4,2,2,1,2,1,21114.64,19076.08,19076.08,19076.08
860154806,1,8006,4,2,1,76,3,2,2,0,1,2,1,34244.25,0,0,0
860154807,1,8006,4,2,1,76,3,2,2,1,1,1,1,8437.37,2378.36,0,0
860154808,1,8006,4,2,1,50,4,4,4,4,1,1,1,10105.56,6146.55,0,0
860154809,1,8006,4,2,2,70,4,2,2,1,1,2,1,18311.79,8141.31,0,0
860154810,1,8006,4,2,1,82,3,2,2,0,0,2,0,67679.33,0,0,0
860154901,1,8006,4,2,1,68,1,4,4,3,4,4,4,18164.06,15260.84,15260.84,15260.84
860154902,1,8006,4,2,1,70,4,3,3,1,2,2,2,20648.84,11641.28,3521.73,3521.73
860154903,1,8006,4,2,1,58,4,2,2,2,0,2,0,12457.03,8804.34,0,0
860154905,1,8006,4,2,1,60,4,2,2,2,1,2,1,22950.96,21499.35,19640.66,17608.69
860157016,1,8007,4,2,1,43,4,3,3,3,1,2,1,17257.23,12959.99,0,0
860157017,1,8007,4,2,1,38,10,4,2,2,1,2,1,122053.15,100124.98,100124.98,97043.47
860157018,1,8007,4,2,1,88,1,2,2,0,0,2,0,23742.22,0,0,0
860157019,1,8007,4,2,1,42,8,4,4,4,1,1,1,62171.22,58695.65,58695.65,58695.65
860157020,1,8007,4,2,1,74,3,2,2,0,1,2,1,23697.25,14673.91,14673.91,14673.91
860157021,1,8007,4,2,1,57,3,2,2,2,1,2,1,5321.04,2371.3,0,0
860157411,1,8007,4,1,2,65,4,1,1,0,1,1,1,26917.31,2670.65,0,0
860157412,1,8007,4,1,2,52,1,1,1,1,1,1,1,19902.86,3864.12,3521.73,3521.73
860157413,1,8007,4,2,2,36,4,4,4,4,2,4,3,29203.25,19056.48,12423.89,12423.89
860157415,1,8007,4,2,1,80,3,2,2,0,1,2,1,30341.9,22903.03,0,0
860157806,1,8007,4,2,1,53,3,3,2,2,0,3,0,16443.31,2803.27,0,0
860157807,1,8007,4,3,2,40,8,4,3,3,3,3,3,24834.41,12122.93,10155.72,10155.72
860157808,1,8007,4,2,1,51,7,6,5,5,2,2,2,39841.53,27908.83,19180.31,17704.91
860157809,1,8007,4,2,1,70,3,2,2,1,1,2,1,8439.32,4426.22,0,0
860157810,1,8007,4,2,1,45,3,4,3,3,2,4,2,15247.47,10146.87,3836.06,3836.06
860157901,1,8007,4,2,1,25,6,4,2,2,1,2,1,8333.35,6358.69,6358.69,6358.69
860157902,1,8007,4,3,1,56,4,5,3,3,2,4,2,16000.53,4744.56,4744.56,4744.56
860157903,1,8007,4,2,1,26,5,3,2,2,2,2,2,16501.01,6163.03,3815.21,3815.21
860157904,1,8007,4,2,1,42,8,3,3,3,3,2,2,42181.96,31793.47,31793.47,29347.82
860171214,1,8007,4,1,1,66,3,1,1,0,1,1,1,11896.62,5071.82,3878.45,3878.45
860171215,1,8007,4,3,1,75,3,5,5,3,4,3,3,43432.31,27007.9,10342.49,8353.58
860171216,1,8007,4,2,2,29,6,2,1,1,1,2,1,7257.37,895.02,895.02,895.02
860171218,1,8007,4,2,1,50,1,5,5,5,2,4,3,8727.65,427.6,328.16,328.16
860171519,1,8007,4,2,1,36,3,4,3,3,2,3,2,32780.67,22343.47,22343.47,22343.47
860171520,1,8007,4,1,1,65,3,1,1,0,1,1,1,14482.02,7630.43,7630.43,7630.43
860171521,1,8007,4,2,1,66,4,4,4,3,2,3,2,46827.92,31282.79,26070.63,23624.99
860171522,1,8007,4,2,1,21,4,3,2,2,2,2,2,20832.58,15456.5,15334.22,15334.22
860171523,1,8007,4,3,1,74,3,8,5,4,3,6,3,50633.62,39292.51,31644.48,9787.48
860171524,1,8007,4,4,1,63,6,3,3,2,2,2,2,28811.65,12093.24,0,0
860171602,1,8007,4,1,2,63,4,1,1,1,0,1,0,9544.49,983.6,0,0
860171603,1,8007,4,2,1,54,1,5,4,4,2,4,2,10868.82,6639.33,6639.33,6639.33
860171604,1,8007,4,2,1,37,6,5,3,3,1,1,1,31499.99,22499.99,0,0
860171605,1,8007,4,2,1,65,3,2,2,1,1,2,1,20433.19,13848.19,0,0
860171606,1,8007,4,2,1,75,3,2,2,0,1,2,1,25283.58,14016.39,0,0
860171707,1,8007,4,3,2,76,3,3,3,2,0,2,0,12451.73,0,0,0
860171708,1,8007,4,1,2,68,3,1,1,0,0,1,0,15645.4,0,0,0
860171709,1,8007,4,2,1,66,3,3,3,1,2,2,1,23501.72,0,0,0
860171710,1,8007,4,3,2,70,6,6,5,4,3,5,3,134064.54,58622.91,45245.87,32459.01
860171711,1,8007,4,3,2,65,3,3,2,1,0,2,0,8985.64,0,0,0
860182301,1,8008,4,2,1,40,3,6,3,3,1,6,1,13813.33,9978.26,9978.26,9978.26
860182302,1,8008,4,2,1,59,4,4,4,4,2,2,1,3233.45,968.47,0,0
860182303,1,8008,4,2,1,27,4,4,2,2,1,3,1,11721.37,7383.9,0,0
860182304,1,8008,4,2,1,60,3,4,3,3,1,2,1,20558.45,17608.69,17608.69,17608.69
860182305,1,8008,4,2,1,28,4,3,2,2,1,2,1,11321.17,1881.19,0,0
860182320,1,8008,4,2,1,32,4,3,2,2,1,3,1,11373.17,5232.71,0,0
860182321,1,8008,4,2,1,36,4,4,2,2,1,3,1,4855.95,1892.93,0,0
860182322,1,8008,4,2,1,33,5,4,2,2,1,3,1,12169.86,9391.3,9391.3,9391.3
860182323,1,8008,4,2,1,40,3,4,2,2,1,3,1,11308.99,9391.3,9391.3,9391.3
860182324,1,8008,4,2,1,38,4,5,3,3,1,4,1,7116.37,3307.49,0,0
860182415,1,8008,4,2,1,36,1,7,4,4,2,4,2,20582.9,17804.34,17804.34,17804.34
860182416,1,8008,4,2,1,59,3,3,3,3,1,2,1,12047.58,9782.6,8902.17,8902.17
860182417,1,8008,4,3,1,68,4,5,4,3,2,4,2,20809.64,16860.31,16786.95,16786.95
860182418,1,8008,4,1,2,75,3,1,1,0,0,1,0,15058.41,0,0,0
860182419,1,8008,4,2,1,69,3,2,2,0,1,2,1,8852.46,5135.86,5135.86,5135.86
860182812,1,8008,4,1,2,91,1,1,1,0,0,1,0,12180.1,49.18,0,0
860182813,1,8008,4,3,1,47,3,5,4,4,1,3,1,16952.43,12049.17,11803.27,11803.27
860182814,1,8008,4,1,2,66,1,1,1,0,0,1,0,11754.08,0,0,0
860182906,1,8008,4,2,1,36,3,5,3,3,1,4,1,17852.14,12717.39,12717.39,12717.39
860182907,1,8008,4,1,2,60,3,1,1,1,1,1,1,12773.12,8510.86,7630.43,7630.43
860182908,1,8008,4,2,1,36,3,4,2,2,1,3,1,17577.12,12913.04,12913.04,12913.04
860182909,1,8008,4,2,1,41,3,4,2,2,1,2,1,20145.06,15847.82,15847.82,15847.82
860182910,1,8008,4,2,1,31,3,4,2,2,1,3,1,15098.34,11739.13,11739.13,11739.13
860187001,1,8008,4,2,1,43,3,5,3,3,1,5,1,15849.85,11445.65,11445.65,11445.65
860187002,1,8008,4,2,1,76,3,2,2,0,0,2,0,8064.32,0,0,0
860187003,1,8008,4,1,2,70,3,1,1,0,0,1,0,5168.98,0,0,0
860187004,1,8008,4,2,1,31,4,4,2,2,1,4,1,15289.09,11445.65,11445.65,11445.65
860187005,1,8008,4,2,1,38,4,6,4,4,1,5,1,15934.74,11445.65,11445.65,11445.65
860187215,1,8008,4,2,1,80,1,2,2,0,0,2,0,5280.32,0,0,0
860187216,1,8008,4,2,1,29,3,3,2,2,1,1,1,13003.55,12132.59,10740.33,10740.33
860187217,1,8008,4,2,1,45,4,3,2,2,1,1,1,13169.57,12008.28,10740.33,10740.33
860187218,1,8008,4,2,1,60,1,2,2,2,1,2,1,16459.33,11635.35,11635.35,11635.35
860187219,1,8008,4,2,2,28,4,5,3,3,2,2,2,11458.1,10441.98,10441.98,10441.98
860187220,1,8008,4,2,2,30,4,3,1,1,1,3,1,14442.87,10878.82,10878.82,8950.27
860187221,1,8008,4,1,1,60,3,1,1,1,1,1,1,11760.44,7756.9,7756.9,7756.9
860187222,1,8008,4,2,1,40,1,3,3,3,1,3,1,14370.95,10740.33,10740.33,10740.33
860187223,1,8008,4,2,1,70,1,2,2,0,0,2,0,4799.1,0,0,0
860187224,1,8008,4,2,1,70,1,2,2,0,1,2,1,7260.44,4475.13,4475.13,4475.13
860187225,1,8008,4,2,1,66,1,3,3,1,1,2,1,9075.37,8204.41,7558.01,7558.01
860187606,1,8008,4,2,1,43,4,6,4,4,1,6,1,16448.31,9806.54,9206.55,9206.55
860187607,1,8008,4,2,1,33,4,3,2,2,1,2,1,12383.59,10081.96,9836.06,9836.06
860187608,1,8008,4,2,1,39,3,7,5,5,2,5,2,9934.37,2754.08,1967.2,1967.2
860187609,1,8008,4,2,1,30,3,3,2,2,1,2,1,14793.42,11508.19,11508.19,11508.19
860187710,1,8008,4,1,1,72,5,1,1,0,1,1,1,6858.17,737.7,0,0
860187711,1,8008,4,1,2,70,3,1,1,0,0,1,0,6493.53,118.03,0,0
860187712,1,8008,4,2,1,40,4,5,3,3,2,5,2,24777,21231.13,20837.69,20714.74
860191306,1,8008,4,2,1,27,6,4,2,2,1,2,1,12538.28,9831.51,9391.3,9391.3
860191307,1,8008,4,2,1,64,4,3,3,3,2,2,1,12536.7,6603.25,0,0
860191308,1,8008,4,2,1,55,4,2,2,2,1,2,1,12579.31,9489.12,9489.12,9489.12
860191309,1,8008,4,2,1,95,1,2,2,0,0,2,0,9895.4,0,0,0
860191310,1,8008,4,2,1,50,4,4,2,2,1,4,1,9263.97,3556.95,0,0
860191320,1,8008,4,2,1,80,1,2,2,1,1,2,1,6245.59,340.43,0,0
860191321,1,8008,4,3,1,35,4,6,3,2,1,4,1,6404.96,2330.21,0,0
860191322,1,8008,4,2,1,50,3,6,4,4,2,6,2,6280.72,2651.08,831.52,831.52
860191323,1,8008,4,4,1,59,1,8,6,6,1,6,1,13681.25,10638.58,9391.3,9391.3
860191324,1,8008,4,2,1,46,4,6,3,3,2,5,2,10020.84,7826.08,7826.08,7826.08
860191501,1,8008,4,2,1,69,3,3,3,1,1,3,1,19704.83,13499.99,12913.04,12913.04
860191502,1,8008,4,1,2,62,3,1,1,1,0,1,0,9015.63,391.3,0,0
860191503,1,8008,4,2,1,26,5,5,2,2,1,3,1,15432.36,12815.21,12717.39,12717.39
860191505,1,8008,4,3,1,57,4,3,2,2,1,2,1,18074.93,12326.08,11739.13,11739.13
860191816,1,8008,4,2,1,43,4,3,2,2,1,1,1,14326.22,13426.22,13426.22,13426.22
860191817,1,8008,4,3,1,72,3,3,2,1,1,2,1,20114.73,12786.88,12786.88,12786.88
860191818,1,8008,4,3,1,80,1,3,3,2,1,1,1,14326.22,13426.22,13426.22,13426.22
860191819,1,8008,4,2,1,38,3,3,2,2,1,3,1,17198.33,13780.31,13426.22,13426.22
860191911,1,8008,4,2,1,75,3,4,4,3,3,3,3,34516.82,33065.21,33065.21,33065.21
860191912,1,8008,4,2,2,39,3,3,3,3,2,3,2,25736.93,22891.3,22891.3,22891.3
860191913,1,8008,4,2,1,70,4,3,3,1,2,3,2,25736.93,22891.3,22891.3,22891.3
860191914,1,8008,4,2,1,33,3,5,2,2,1,2,1,12518.57,11445.65,11445.65,11445.65
860191915,1,8008,4,1,1,70,4,1,1,0,1,1,1,19358.63,11445.65,11445.65,11445.65
860200006,1,8009,4,1,1,65,1,1,1,0,0,1,0,12181.85,0,0,0
860200007,1,8009,4,2,1,59,3,3,3,3,2,3,2,24325.07,19795.1,10565.21,10565.21
860200008,1,8009,4,1,2,81,6,1,1,0,0,1,0,10918.07,0,0,0
860200009,1,8009,4,2,1,68,3,2,2,1,0,2,0,9693.43,0,0,0
860200010,1,8009,4,3,1,42,1,7,4,4,2,6,2,25590.15,18489.11,14086.94,14086.94
860200401,1,8009,4,3,1,49,4,3,2,2,1,3,1,7689.35,1870.91,0,0
860200402,1,8009,4,3,2,64,3,4,4,4,1,4,1,17958.32,7244.01,7244.01,7190.21
860200403,1,8009,4,2,1,70,3,3,3,1,1,3,1,21622.56,9440.2,9293.47,8804.34
860200405,1,8009,4,1,1,59,4,1,1,1,1,1,1,13223.24,8868.41,0,0
860200611,1,8009,4,1,1,77,1,1,1,0,0,1,0,2518.03,0,0,0
860200614,1,8009,4,3,2,51,4,4,2,2,1,2,1,6898.89,442.62,0,0
860200716,1,8009,4,2,1,30,6,4,2,2,1,3,1,6270.48,3540.98,3540.98,3540.98
860200717,1,8009,4,2,1,49,1,8,6,6,2,5,2,12585.22,9639.33,9639.33,9639.33
860200718,1,8009,4,3,1,68,1,5,4,3,2,3,2,16165.55,14163.92,14163.92,14163.92
860200719,1,8009,4,2,1,35,1,3,1,1,1,1,1,7681.96,7081.96,7081.96,7081.96
860200720,1,8009,4,3,1,45,1,3,2,2,1,2,1,11857.37,8262.29,8262.29,8262.29
860200721,1,8009,4,2,1,24,5,3,2,2,1,1,1,11813.11,11213.11,11213.11,11213.11
860202201,1,8009,4,2,2,56,3,2,2,2,2,2,2,20542.72,19216.23,19019.33,17900.55
860202202,1,8009,4,3,1,48,1,5,3,3,2,3,2,16027.68,12032.15,9546.96,9546.96
860202203,1,8009,4,2,1,54,3,3,3,3,3,3,3,21032.93,19117.78,17303.86,17303.86
860202204,1,8009,4,1,2,67,1,1,1,0,0,1,0,8865.38,0,0,0
860202205,1,8009,4,1,2,44,3,1,1,1,1,1,1,5488.36,3490.6,2983.42,2983.42
860202221,1,8009,4,2,1,59,3,2,2,1,1,2,1,4277.02,1988.94,1988.94,1988.94
860202222,1,8009,4,2,1,76,1,2,2,0,1,2,1,5618.56,2708.94,0,0
860202223,1,8009,4,1,1,65,3,1,1,0,1,1,1,2765.41,745.85,745.85,745.85
860202224,1,8009,4,2,1,33,1,4,2,2,2,2,2,15992.9,13559.66,11933.7,11933.7
860202225,1,8009,4,2,1,38,3,3,2,2,1,2,1,7463.34,2784.52,0,0
860202311,1,8009,4,2,2,29,4,5,1,1,1,1,1,8788.56,5869.56,5869.56,5869.56
860202312,1,8009,4,1,1,43,1,1,1,1,1,1,1,9249.72,5869.56,5869.56,5869.56
860202313,1,8009,4,2,1,27,1,3,2,2,1,1,1,7428.46,6847.82,6847.82,6847.82
860202314,1,8009,4,2,1,39,1,2,2,2,1,1,1,5364.65,3913.04,3913.04,3913.04
860202315,1,8009,4,1,1,38,3,1,1,1,1,1,1,8207.91,7336.95,7336.95,7336.95
860202506,1,8009,4,1,2,88,1,1,1,0,0,1,0,10845.18,0,0,0
860202507,1,8009,4,3,2,44,3,8,5,5,1,6,1,18240.31,8706.52,8706.52,8217.39
860202508,1,8009,4,2,2,34,6,3,2,2,1,3,1,11188.75,5869.56,5869.56,5869.56
860202510,1,8009,4,2,1,27,10,3,2,2,1,1,1,21785.19,10565.21,10565.21,10565.21
860202916,1,8009,4,2,1,71,3,2,2,0,1,2,1,23178.45,12326.08,12326.08,12326.08
860202917,1,8009,4,3,1,67,3,5,4,2,1,1,1,9675.3,8804.34,8804.34,8804.34
860202918,1,8009,4,2,1,63,6,2,2,2,1,2,1,8715.19,5869.56,5869.56,5869.56
860202919,1,8009,4,1,1,72,1,1,1,0,0,1,0,2781.72,0,0,0
860202920,1,8009,4,2,1,64,6,2,2,2,1,2,1,24572.47,12326.08,12326.08,12326.08
860216011,1,8009,4,2,2,37,1,6,5,5,3,5,3,43223.32,39423.9,34239.12,34239.12
860216012,1,8009,4,2,2,30,3,5,3,3,1,3,2,23033.97,19528.03,1173.91,1173.91
860216013,1,8009,4,3,2,36,4,5,5,5,4,4,4,58533.11,55760.85,55467.38,55467.38
860216014,1,8009,4,1,2,67,1,1,1,0,0,1,0,6479.84,0,0,0
860216406,1,8009,4,2,1,52,1,4,2,2,1,1,1,2595.85,2015.21,0,0
860216407,1,8009,4,2,1,35,3,5,3,3,1,3,1,19993.53,16047.37,15260.86,15260.86
860216408,1,8009,4,3,2,50,3,4,2,2,1,3,1,6403,3282.05,0,0
860216409,1,8009,4,2,1,56,3,9,8,8,6,5,4,17307.1,12496.28,12326.07,12326.07
860216410,1,8009,4,2,2,50,1,4,4,4,3,3,3,6741.7,5133.89,0,0
860216419,1,8009,4,3,1,44,4,8,5,5,5,4,3,7050.83,3608.78,0,0
860216420,1,8009,4,2,1,27,3,4,2,2,2,2,2,6942.03,6071.07,1320.65,1320.65
860216421,1,8009,4,2,1,33,1,5,2,2,1,2,1,11439.33,9391.3,9391.3,9391.3
860216422,1,8009,4,2,1,25,3,3,2,2,2,2,2,12598.56,12017.92,12017.92,12017.92
860216615,1,8009,4,2,1,60,3,3,3,2,3,2,2,16176.8,10018.03,0,0
860216616,1,8009,4,2,2,34,1,3,2,2,2,1,1,12186.98,5193.44,0,0
860216617,1,8009,4,1,1,80,1,1,1,0,0,1,0,16475.67,0,0,0
860216801,1,8009,4,2,1,50,1,4,4,4,1,1,1,9752.45,8852.45,8852.45,8852.45
860216802,1,8009,4,3,1,57,1,8,5,5,1,7,1,15009.79,8262.29,8262.29,8262.29
860216803,1,8009,4,2,2,37,4,3,2,2,2,3,2,19706.53,16524.58,16524.58,16524.58
860216804,1,8009,4,1,1,60,1,1,1,1,1,1,1,8862.29,8262.29,8262.29,8262.29
860216805,1,8009,4,2,1,42,3,6,3,3,2,4,2,23399.97,20655.72,20655.72,20655.72
860257213,1,8012,4,2,1,38,6,5,3,3,1,2,1,21062.01,14320.44,14320.44,14320.44
860257214,1,8012,4,2,1,73,3,2,2,0,1,2,1,21767.77,0,0,0
860257215,1,8012,4,2,1,43,8,4,2,2,1,2,1,22501.81,18248.61,17900.55,17900.55
860257216,1,8012,4,2,1,69,3,2,2,0,0,1,0,18602.4,497.23,0,0
860257217,1,8012,4,1,1,74,3,1,1,0,0,1,0,26104.62,0,0,0
860257218,1,8012,4,3,2,68,4,2,2,0,0,2,0,20662.7,0,0,0
860257519,1,8012,4,1,2,75,3,1,1,0,0,1,0,11598.2,0,0,0
860257520,1,8012,4,2,1,24,5,4,2,2,1,2,1,19344.31,14086.95,14086.95,14086.95
860257521,1,8012,4,2,1,50,3,5,5,5,3,5,3,56291.77,51334.21,39595.08,38739.11
860257522,1,8012,4,2,1,63,4,2,2,2,1,1,1,16278.96,8484.44,0,0
860257523,1,8012,4,3,1,42,4,3,3,2,1,3,1,21904.81,14086.95,14086.95,14086.95
860257524,1,8012,4,3,2,26,4,3,3,3,2,3,2,25712.47,21619.56,16923.91,16923.91
860257601,1,8012,4,2,1,52,6,2,2,2,1,1,1,20213.11,17213.11,17213.11,16524.59
860257602,1,8012,4,3,1,50,8,7,4,4,4,3,3,62803.25,59803.25,59803.25,57836.04
860257603,1,8012,4,2,1,54,6,2,2,2,1,2,1,77942.93,23279.01,0,0
860257604,1,8012,4,2,1,37,4,6,4,4,1,2,1,31608.18,23606.55,23606.55,23606.55
860257606,1,8012,4,2,1,41,6,5,4,4,0,1,0,28391.79,15737.7,0,0
860257707,1,8012,4,2,1,60,3,2,2,1,1,2,1,14680.31,5311.47,5311.47,5311.47
860257709,1,8012,4,2,1,76,3,2,2,0,1,2,1,23770.77,11519.99,0,0
860257710,1,8012,4,2,1,35,6,5,3,3,1,1,1,16891.82,13598.35,13598.35,12983.6
860257711,1,8012,4,2,1,80,1,2,2,0,0,2,0,17566.1,0,0,0
860257712,1,8012,4,2,1,62,4,2,2,2,1,2,1,19660.38,9424.91,0,0
860304209,1,8017,4,2,1,62,6,6,6,6,6,2,2,582978.96,29834.25,29834.25,29834.25
860304210,1,8017,4,2,1,51,6,5,5,5,5,1,1,157114.47,146354.91,0,0
860304211,1,8017,4,2,1,55,3,2,2,2,2,2,2,92595.95,82951.15,3580.11,3580.11
860304222,1,8017,4,2,1,32,6,5,2,2,1,1,1,73353.75,61160.21,61160.21,53701.65
860304223,1,8017,4,2,1,40,6,6,5,5,2,2,2,53181.95,41569.05,41171.26,41171.26
860304225,1,8017,4,1,2,57,4,1,1,1,1,1,1,18366.02,3689.5,0,0
860304512,1,8017,4,1,2,64,4,1,1,1,0,0,0,10874.64,0,0,0
860304514,1,8017,4,2,1,51,4,2,2,2,1,1,1,19060.3,17608.69,0,0
860304515,1,8017,4,2,1,48,4,5,5,5,3,3,3,181772.37,169638.79,22899.66,13059.77
860304701,1,8017,4,2,1,27,4,4,2,2,1,1,1,53537.7,51737.7,51737.7,27147.54
860304702,1,8017,4,2,1,29,4,5,2,2,1,1,1,24393.43,21393.43,12540.98,12540.98
860304705,1,8017,4,2,1,55,4,2,2,2,1,1,1,95756.06,0,0,0
860304706,1,8017,4,2,1,25,3,4,2,2,1,1,1,31140.97,27540.97,23606.55,23606.55
860308016,1,8017,4,2,1,40,4,6,4,4,1,1,1,56447.21,52092.38,52092.38,46956.52
860308017,1,8017,4,2,1,36,4,5,3,3,1,1,1,51604.82,47249.99,47249.99,46956.52
860308018,1,8017,4,2,1,30,4,5,2,2,1,1,1,94354.82,89999.99,89999.99,41086.95
860308019,1,8017,4,2,1,72,4,2,2,1,1,1,1,10102.11,5747.28,0,0
860308411,1,8017,4,2,1,24,5,3,2,2,1,2,1,31607.09,24333.25,0,0
860308415,1,8017,4,2,2,25,3,2,2,2,2,2,2,41219.45,36864.62,36864.62,31010.85
860308422,1,8017,4,2,1,27,6,2,2,2,2,2,2,55439.82,52536.6,44906.17,42847.8
860308424,1,8017,4,2,1,27,3,4,2,2,1,1,1,74224.75,71902.17,71902.17,35217.39
860308425,1,8017,4,2,1,20,6,5,2,2,1,1,1,27718.97,23364.14,23364.14,21365.21
860308806,1,8017,4,2,1,27,4,4,2,2,1,1,1,99993.43,96393.43,96393.43,47213.11
860308807,1,8017,4,2,1,36,4,5,4,4,1,1,1,104987.06,0,0,0
860308808,1,8017,4,2,1,23,4,2,2,2,1,1,1,26606.55,23606.55,3934.42,3934.42
860308809,1,8017,4,2,1,42,4,7,6,6,3,3,3,3778278.65,450491.77,450491.77,448524.57
860308901,1,8017,4,2,2,45,4,3,2,2,2,2,2,61112.41,55305.96,20543.47,20543.47
860308902,1,8017,4,1,1,65,4,1,1,0,1,1,1,276405.14,270598.69,0,0
860308903,1,8017,4,2,1,67,4,2,2,0,1,1,1,347133.4,0,0,0
860308905,1,8017,4,2,1,31,5,7,2,2,1,1,1,42606.4,33896.73,0,0
860309211,1,8017,4,2,2,43,4,2,2,2,0,1,0,26233.28,0,0,0
860309212,1,8017,4,2,1,38,4,4,3,3,2,3,2,13076.79,6712.69,1541.42,1491.7
860309213,1,8017,4,1,2,96,3,1,1,0,0,1,0,8860.61,0,0,0
860309214,1,8017,4,2,1,86,3,2,2,0,0,1,0,21493.85,0,0,0
860309215,1,8017,4,1,2,75,3,1,1,0,0,1,0,14504.41,0,0,0
860309517,1,8017,4,2,1,53,3,2,2,2,0,1,0,48095.05,0,0,0
860309518,1,8017,4,2,1,30,4,5,2,2,1,1,1,32105.88,29347.82,29347.82,29347.82
860309519,1,8017,4,2,1,60,4,2,2,2,1,1,1,31468.43,28565.21,0,0
860309520,1,8017,4,2,1,33,5,6,3,3,1,1,1,36669,35217.39,35217.39,35217.39
860309601,1,8017,4,2,1,53,5,6,6,6,5,3,3,48478.99,45478.99,17999.99,17999.99
860309603,1,8017,4,2,1,42,4,5,4,4,2,1,1,110237.7,105737.7,0,0
860309604,1,8017,4,2,1,73,5,2,2,1,1,1,1,20699,14531.79,0,0
860309605,1,8017,4,2,1,43,4,7,7,7,3,2,1,61893.43,5901.63,0,0
860309706,1,8017,4,1,2,73,4,1,1,0,0,1,0,18945.61,0,0,0
860309707,1,8017,4,2,1,46,3,9,6,6,4,3,3,75673.73,73573.73,64524.56,49573.76
860309710,1,8017,4,2,1,25,4,4,2,2,1,1,1,87245.89,44901.63,44901.63,37770.49
860325301,1,8017,4,3,1,39,5,8,4,4,1,4,1,27203.19,16963.03,16963.03,14086.95
860325302,1,8017,4,1,1,56,3,1,1,1,1,1,1,7905.59,3521.73,3521.73,3521.73
860325302,2,8017,4,2,1,34,6,6,3,3,3,4,3,26192.91,24138.57,24138.57,24138.57
860325303,1,8017,4,3,2,52,3,4,2,2,1,3,1,9351.37,2934.78,2934.78,2934.78
860325304,1,8017,4,2,2,74,3,2,2,1,1,2,1,35250.51,32038.04,32038.04,23478.26
860325305,1,8017,4,3,1,60,3,6,4,4,2,2,2,26495.07,25043.46,21130.42,21130.42
860325321,1,8017,4,5,1,23,8,2,2,2,2,2,2,39056.65,34594.52,19920.61,18489.12
860325322,1,8017,4,2,1,42,4,3,3,3,1,3,1,21278.72,14820.64,14820.64,14086.95
860325324,1,8017,4,2,1,44,6,4,3,3,1,2,1,80206.81,8804.34,0,0
860325416,1,8017,4,1,1,44,6,1,1,1,1,1,1,17447.16,14160.31,14160.31,14086.95
860325417,1,8017,4,3,1,68,3,6,4,2,3,6,3,9171.25,3326.07,3326.07,3326.07
860325419,1,8017,4,2,1,30,4,5,2,2,2,2,2,38186.85,31793.46,2445.64,2445.64
860325420,1,8017,4,1,1,74,3,1,1,0,1,1,1,12545.08,9391.3,9391.3,9391.3
860325811,1,8017,4,2,1,51,3,2,2,2,2,2,2,20483.6,18983.6,14163.93,14163.93
860325812,1,8017,4,1,1,64,1,1,1,1,0,1,0,5095.31,2163.93,0,0
860325813,1,8017,4,2,1,55,3,2,1,1,1,1,1,6501.63,5901.63,5901.63,5901.63
860325814,1,8017,4,2,1,49,1,4,4,4,4,3,3,53178.66,52278.66,52278.66,51049.16
860325815,1,8017,4,2,1,87,3,2,2,0,0,2,0,18311.11,0,0,0
860325906,1,8017,4,1,2,80,3,1,1,0,0,1,0,10233.14,0,0,0
